what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330851644206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330851645154
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330851686238
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330851693362
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330851735750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330852860058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330852877585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853411638
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1330853425253
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853427685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853440079
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330853475065
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330853487305
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1330853508123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1330853508675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330853509659
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330853510523
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330853510678
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330853510768
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1330853511314
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1330853511465
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1330853511851
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330853515277
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330853528228
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1330853531557
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330853532086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853539643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853577715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330853580690
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330853583947
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330853587377
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330853588387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330853599024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853633714
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853789483
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853794059
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853833833
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330853890997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330853909829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854294549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854297279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854299464
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854302395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854566557
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1330854569294
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330854570172
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330854571759
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330854575210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854579186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854613103
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330854616852
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1330854618497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854625721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854877879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330854879379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858986035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330858998862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859172916
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330859177811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1330859185869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859197631
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859302174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859313654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859579179
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330859582855
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1330859583775
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1330859586337
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1330859733809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859745264
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859813086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859826884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859895571
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330859897836
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1330859907086
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330859916035
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330859916442
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1330859916983
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859959197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859960741
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1330859961934
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1330859965449
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1330859965607
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1330859965907
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1330859966287
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1330859966656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859981560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859985199
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859994998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330859996961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1330860051237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860068370
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860069699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860070548
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860079730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860085791
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860086773
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860094611
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330860095061
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860096014
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860097443
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330860098253
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860099048
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860099217
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860099387
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860099705
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860100009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330860102243
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330860102531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860103048
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860104325
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860104744
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860104887
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860104992
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860105124
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860105384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330860105933
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1330860107548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860111225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860112927
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860113603
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860114804
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860119098
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860119220
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860119331
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860119452
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860119591
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330860123862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1330860129671
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1330860147210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860168765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860177228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860190462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1330860192212
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1330860214967
